date,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2019_10,29.089999999999996,161.35000000000002,28.410000000000004,69.11000000000001,11.09,64.91,121.57000000000001,16.370000000000005,94.51000000000002,55.980000000000004,28.160000000000004,1.5900000000000003,62.33999999999999,51.620000000000005,25.169999999999998,20.2,37.96000000000001,23.13000000000001,50.14,87.44000000000003
2019_11,30.59,26.330000000000002,11.14,17.729999999999997,57.379999999999995,19.36,11.509999999999994,13.400000000000002,7.049999999999999,9.42,63.94,31.41,20.659999999999997,60.419999999999995,20.64,14.309999999999999,57.3,19.83,27.36,69.34
2019_12,10.7,9.459999999999999,4.709999999999999,9.439999999999998,19.040000000000003,2.4799999999999995,5.739999999999998,6.42,15.37,45.24,11.969999999999997,18.26,5.43,11.629999999999999,12.540000000000001,25.04,26.510000000000016,14.629999999999999,14.14,13.279999999999998
2020_1,13.96,16.879999999999995,7.9799999999999995,13.110000000000001,14.160000000000002,20.900000000000006,2.04,16.319999999999997,32.97,46.44000000000001,19.24,10.63,11.25,25.18,7.7299999999999995,27.609999999999996,10.179999999999998,41.61999999999999,18.79,72.95
2020_2,34.559999999999995,13.659999999999998,7.44,9.759999999999998,15.159999999999998,20.78,2.62,4.579999999999999,51.379999999999995,2.6799999999999993,52.080000000000005,30.67,24.25,27.560000000000002,24.930000000000007,4.57,21.709999999999997,57.379999999999995,22.54,56.690000000000005
2020_3,21.23,34.47,24.360000000000003,37.7,14.209999999999996,13.419999999999998,32.169999999999995,9.229999999999999,21.830000000000005,17.629999999999992,41.89000000000001,31.290000000000006,57.29000000000001,12.66,119.91,60.92,63.959999999999994,89.91999999999999,39.12,24.040000000000006
2020_4,53.06999999999999,28.000000000000004,41.849999999999994,53.47,29.17,82.11000000000001,102.61,45.019999999999996,19.68,150.76000000000002,179.79000000000002,75.24999999999999,65.1,100.95000000000002,20.470000000000006,37.190000000000005,46.92,64.44000000000001,66.44,28.730000000000004
2020_5,121.40000000000003,96.23,45.459999999999994,35.92,216.08999999999997,80.4,114.33000000000001,70.06,14.299999999999997,99.59000000000005,128.99999999999997,103.69,59.19,108.64000000000001,121.97000000000001,61.00000000000001,95.69999999999999,105.31,93.24,110.03000000000002
2020_6,146.2,206.18,69.08,199.34,141.28,200.72,137.17000000000002,145.03000000000003,206.21,75.72000000000001,156.69000000000003,316.88,180.51,122.59999999999998,118.18000000000002,98.08,113.32000000000001,55.78000000000001,149.39,90.69
2020_7,312.4,135.26000000000002,277.73,224.01,304.9600000000001,308.4200000000001,171.87999999999997,202.76,201.72,213.66000000000003,335.64000000000004,403.0700000000001,334.37,889.9400000000002,289.68999999999994,332.50999999999993,473.68,132.11999999999998,307.99,265.74
2020_8,371.61999999999995,230.73000000000005,595.33,124.02000000000001,165.51000000000002,462.44000000000017,345.17999999999995,297.18,74.85,610.0699999999999,302.89,256.71000000000004,241.31,97.87000000000003,392.09999999999997,220.18,175.17000000000007,281.9699999999999,291.4,515.05
2020_9,80.05,41.16000000000001,22.49,21.040000000000003,98.87,132.71,344.81000000000006,284.48,62.18999999999999,71.96,326.06,150.54000000000002,273.21000000000004,36.64,327.83999999999986,66.99000000000001,55.07999999999999,379.59000000000003,154.21,217.56000000000003
2020_10,29.089999999999996,161.35000000000002,28.410000000000004,69.11000000000001,11.09,64.91,121.57000000000001,16.370000000000005,94.51000000000002,55.980000000000004,28.160000000000004,1.5900000000000003,62.33999999999999,51.620000000000005,25.169999999999998,20.2,37.96000000000001,23.13000000000001,50.14,7.159999999999998
2020_11,30.59,26.330000000000002,11.14,17.729999999999997,57.379999999999995,19.36,11.509999999999994,13.400000000000002,7.049999999999999,9.42,63.94,31.41,20.659999999999997,60.419999999999995,20.64,14.309999999999999,57.3,19.83,27.36,36.49999999999999
2020_12,10.7,9.459999999999999,4.709999999999999,9.439999999999998,19.040000000000003,2.4799999999999995,5.739999999999998,6.42,15.37,45.24,11.969999999999997,18.26,5.43,11.629999999999999,12.540000000000001,25.04,26.510000000000016,14.629999999999999,14.14,6.55
